dataset,class,auc,auc_ci_lower,auc_ci_upper,sensitivity,specificity,f1,threshold
cq500,0.7298,0.6775,0.7802,0.4721,0.9348,0.6039,0.0702
cq500,0.6772,0.4956,0.8582,0.0833,0.9610,0.0645,0.0003
cq500,0.7098,0.6508,0.7646,0.1550,0.9884,0.2614,0.0681
cq500,0.8079,0.6905,0.9044,0.7308,0.8076,0.2901,0.0178
cq500,0.7646,0.6852,0.8327,0.3333,0.9808,0.4524,0.0425
cq500,0.6762,0.5703,0.7681,0.3061,0.9505,0.3529,0.0534
cq500,MACRO,0.7276,,,0.3468,0.9372,0.3375,
